date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:01:43	1235/1235	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225c227481-4d3%22	https://t2.chei.com.cn/chsi/xlcx/lscx/js/show-tips.js	C:/Users/Administrator/Desktop/wang/t2.chei.com.cn/chsi/xlcx/lscx/js/show-tips.js	(from https://www.chsi.com.cn/xlcx/lscx/query.do)
21:01:44	93637/93637	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225c227388-16dc5%22	http://t1.chei.com.cn/common/jquery/1.8.3/jquery.min.js	C:/Users/Administrator/Desktop/wang/t1.chei.com.cn/common/jquery/1.8.3/jquery.min.js	(from https://www.chsi.com.cn/xlcx/200710/20071019/1407132.html)
21:01:44	102694/102694	---MC-	200	added ('OK')	image/pjpeg	date:Fri,%2019%20Oct%202007%2008:54:02%20GMT	https://www.chsi.com.cn/xlcx/images/200710/xjzc_2.jpg	C:/Users/Administrator/Desktop/wang/www.chsi.com.cn/xlcx/images/200710/xjzc_2.jpg	(from https://www.chsi.com.cn/xlcx/200710/20071019/1407132.html)
21:01:46	2558/2558	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225c227394-9fe%22	http://t1.chei.com.cn/common/js/dianzan.js	C:/Users/Administrator/Desktop/wang/t1.chei.com.cn/common/js/dianzan.js	(from https://www.chsi.com.cn/xlcx/200710/20071019/1407132.html)
21:01:46	120832/120832	---MC-	200	added ('OK')	image/pjpeg	date:Fri,%2019%20Oct%202007%2008:46:58%20GMT	https://www.chsi.com.cn/xlcx/images/200710/xjzc_1.jpg	C:/Users/Administrator/Desktop/wang/www.chsi.com.cn/xlcx/images/200710/xjzc_1.jpg	(from https://www.chsi.com.cn/xlcx/200710/20071019/1407132.html)
21:01:46	8802/8802	---M--	200	added ('OK')	image/jpeg	etag:%225c22747c-2262%22	https://t4.chei.com.cn/chsi/images/news/chsiwx.jpg	C:/Users/Administrator/Desktop/wang/t4.chei.com.cn/chsi/images/news/chsiwx.jpg	(from https://www.chsi.com.cn/xlcx/200710/20071019/1407132.html)
21:01:46	7551/7551	---M--	200	added ('OK')	image/jpeg	etag:%225bf35b90-1d7f%22	https://t2.chei.com.cn/chsi/images/news/wb_gk.jpg	C:/Users/Administrator/Desktop/wang/t2.chei.com.cn/chsi/images/news/wb_gk.jpg	(from https://www.chsi.com.cn/xlcx/200710/20071019/1407132.html)
21:01:46	7883/7883	---M--	200	added ('OK')	image/jpeg	etag:%225c22747c-1ecb%22	https://t1.chei.com.cn/chsi/images/news/wb_yz.jpg	C:/Users/Administrator/Desktop/wang/t1.chei.com.cn/chsi/images/news/wb_yz.jpg	(from https://www.chsi.com.cn/xlcx/200710/20071019/1407132.html)
21:01:48	3603/3603	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225c227393-e13%22	http://t3.chei.com.cn/common/js/gototop2.0.js	C:/Users/Administrator/Desktop/wang/t3.chei.com.cn/common/js/gototop2.0.js	(from https://www.chsi.com.cn/xlcx/200710/20071019/1407132.html)
21:01:48	72843/72843	---M--	200	added ('OK')	image/gif	etag:%225c22746f-11c8b%22	https://t4.chei.com.cn/chsi/images/xjbgSample.gif	C:/Users/Administrator/Desktop/wang/t4.chei.com.cn/chsi/images/xjbgSample.gif	(from https://www.chsi.com.cn/xlcx/ybdb.jsp)
21:01:48	115131/115131	---M--	200	added ('OK')	image/png	etag:%225c227480-1c1bb%22	https://t1.chei.com.cn/chsi/images/yzbg/xjbg-sample.png?V=20181107	C:/Users/Administrator/Desktop/wang/t1.chei.com.cn/chsi/images/yzbg/xjbg-samplefe40.png	(from https://www.chsi.com.cn/xlcx/ybdb.jsp)
21:01:48	65543/65543	---M--	200	added ('OK')	image/gif	etag:%225c22746f-10007%22	https://t2.chei.com.cn/chsi/images/xlbgSample.gif	C:/Users/Administrator/Desktop/wang/t2.chei.com.cn/chsi/images/xlbgSample.gif	(from https://www.chsi.com.cn/xlcx/ybdb.jsp)
21:01:49	122480/122480	---M--	200	added ('OK')	image/png	etag:%225c227480-1de70%22	https://t3.chei.com.cn/chsi/images/yzbg/xlbg-sample.png?V=20180102	C:/Users/Administrator/Desktop/wang/t3.chei.com.cn/chsi/images/yzbg/xlbg-sample92dc.png	(from https://www.chsi.com.cn/xlcx/ybdb.jsp)
21:01:51	12525/12525	---MCZ	200	added ('OK')	text/css	etag:W/%225c22745b-30ed%22	http://t4.chei.com.cn/chsi/css/common2014.css	C:/Users/Administrator/Desktop/wang/t4.chei.com.cn/chsi/css/common2014.css	(from https://www.chsi.com.cn/xlcx/yb_bgys.jsp)
21:01:51	1089/1089	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225c22746a-441%22	http://t4.chei.com.cn/chsi/js/leftMenu.js	C:/Users/Administrator/Desktop/wang/t4.chei.com.cn/chsi/js/leftMenu.js	(from https://www.chsi.com.cn/xlcx/yb_bgys.jsp)
21:01:51	12525/12525	---MCZ	200	added ('OK')	text/css	etag:W/%225c22745b-30ed%22	http://t4.chei.com.cn/chsi/css/common2014.css?20180828	C:/Users/Administrator/Desktop/wang/t4.chei.com.cn/chsi/css/common2014a0a3.css	(from https://www.chsi.com.cn/xlcx/yb_bgys_xj.jsp)
21:01:51	77085/77085	---M--	200	added ('OK')	image/png	etag:%225c227480-12d1d%22	https://t4.chei.com.cn/chsi/images/yzbg/xlbg-sample-2018.png?V=20180615	C:/Users/Administrator/Desktop/wang/t4.chei.com.cn/chsi/images/yzbg/xlbg-sample-2018064a.png	(from https://www.chsi.com.cn/xlcx/ybdb.jsp)
21:01:52	1693/1693	---M--	200	added ('OK')	image/png	etag:%225c22747d-69d%22	https://t4.chei.com.cn/chsi/images/2014/logo.png	C:/Users/Administrator/Desktop/wang/t4.chei.com.cn/chsi/images/2014/logo.png	(from https://t4.chei.com.cn/chsi/css/common2014.css?v=1483494816229)
21:01:52	2112/2112	---M--	200	added ('OK')	image/png	etag:%225c22747d-840%22	https://t4.chei.com.cn/chsi/images/2014/logo2x.png	C:/Users/Administrator/Desktop/wang/t4.chei.com.cn/chsi/images/2014/logo2x.png	(from https://t4.chei.com.cn/chsi/css/common2014.css?v=1483494816229)
21:01:52	2373/2373	---M--	200	added ('OK')	image/png	etag:%225c22747d-945%22	https://t4.chei.com.cn/chsi/images/2014/title.png?20170619	C:/Users/Administrator/Desktop/wang/t4.chei.com.cn/chsi/images/2014/title4905.png	(from https://t4.chei.com.cn/chsi/css/common2014.css?v=1483494816229)
21:01:52	4787/4787	---M--	200	added ('OK')	image/png	etag:%225c22747d-12b3%22	https://t4.chei.com.cn/chsi/images/2014/title2x.png?20170619	C:/Users/Administrator/Desktop/wang/t4.chei.com.cn/chsi/images/2014/title2x4905.png	(from https://t4.chei.com.cn/chsi/css/common2014.css?v=1483494816229)
21:01:52	49/49	---M--	200	added ('OK')	image/gif	etag:%225c22747d-31%22	https://t4.chei.com.cn/chsi/images/2014/vline.gif	C:/Users/Administrator/Desktop/wang/t4.chei.com.cn/chsi/images/2014/vline.gif	(from https://t4.chei.com.cn/chsi/css/common2014.css?v=1483494816229)
21:01:53	267/267	---M--	200	added ('OK')	image/png	etag:%225c22747d-10b%22	https://t4.chei.com.cn/chsi/images/2014/icon_list.png	C:/Users/Administrator/Desktop/wang/t4.chei.com.cn/chsi/images/2014/icon_list.png	(from https://t4.chei.com.cn/chsi/css/common2014.css?v=1483494816229)
21:01:53	3031/3031	---M--	200	added ('OK')	image/png	etag:%225c22747d-bd7%22	https://t4.chei.com.cn/chsi/images/2014/print.png	C:/Users/Administrator/Desktop/wang/t4.chei.com.cn/chsi/images/2014/print.png	(from https://t4.chei.com.cn/chsi/css/common2014.css?v=1483494816229)
21:01:54	56032/56032	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c2273d3-dae0%22	https://t1.chei.com.cn/common/ch/font/iconfont.eot?t=1512951693273	C:/Users/Administrator/Desktop/wang/t1.chei.com.cn/common/ch/font/iconfontcf58.eot	(from https://t1.chei.com.cn/common/ch/iconfont.css?v=1483494816229)
21:01:54	34980/34980	---M--	200	added ('OK')	application/font-woff	etag:%225c2273d3-88a4%22	https://t1.chei.com.cn/common/ch/font/iconfont.woff?t=1512951693273	C:/Users/Administrator/Desktop/wang/t1.chei.com.cn/common/ch/font/iconfontcf58.woff	(from https://t1.chei.com.cn/common/ch/iconfont.css?v=1483494816229)
21:01:54	55864/55864	---M--	200	added ('OK')	font/ttf	etag:%225c2273d3-da38%22	https://t1.chei.com.cn/common/ch/font/iconfont.ttf?t=1512951693273	C:/Users/Administrator/Desktop/wang/t1.chei.com.cn/common/ch/font/iconfontcf58.ttf	(from https://t1.chei.com.cn/common/ch/iconfont.css?v=1483494816229)
21:01:54	292436/292436	---M--	200	added ('OK')	image/svg+xml	etag:%225c2273d3-47654%22	https://t1.chei.com.cn/common/ch/font/iconfont.svg?t=1512951693273	C:/Users/Administrator/Desktop/wang/t1.chei.com.cn/common/ch/font/iconfontcf58.svg	(from https://t1.chei.com.cn/common/ch/iconfont.css?v=1483494816229)
21:01:54	219/219	---M--	200	added ('OK')	image/png	etag:%225c22747d-db%22	https://t4.chei.com.cn/chsi/images/2014/vline.png?v=1483086065602	C:/Users/Administrator/Desktop/wang/t4.chei.com.cn/chsi/images/2014/vlinefef0.png	(from https://t1.chei.com.cn/chsi/xlcx/lscx/css/min/lscx.min.css?v=1483494816231)
21:01:55	3430/3430	---M--	200	added ('OK')	image/png	etag:%225c22747c-d66%22	http://t2.chei.com.cn/chsi/images/news/chsi-logo.png?v=1540775049536	C:/Users/Administrator/Desktop/wang/t2.chei.com.cn/chsi/images/news/chsi-logo88fe.png	(from http://t1.chei.com.cn/chsi/css/news-1.0.1.min.css)
21:01:55	643/643	---M--	200	added ('OK')	text/css	etag:%225c2273d3-283%22	http://t1.chei.com.cn/common/ch/iconfont.css	C:/Users/Administrator/Desktop/wang/t1.chei.com.cn/common/ch/iconfont.css	(from http://t1.chei.com.cn/common/js/dianzan.js)
21:01:56	2277/2277	---MCZ	200	added ('OK')	text/css	etag:W/%225c22738c-8e5%22	http://t4.chei.com.cn/common/css/dianzan.css	C:/Users/Administrator/Desktop/wang/t4.chei.com.cn/common/css/dianzan.css	(from http://t1.chei.com.cn/common/js/dianzan.js)
21:01:56	2711/2711	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2259488631-1964%22	https://t1.chei.com.cn/robots.txt		(from https://t1.chei.com.cn/common/ch/iconfont.css?v=1483494816229)
21:01:56	4537/4537	---M--	200	added ('OK')	image/png	etag:%225c227396-11b9%22	http://t4.chei.com.cn/common/images/dianzan_bg.png	C:/Users/Administrator/Desktop/wang/t4.chei.com.cn/common/images/dianzan_bg.png	(from http://t4.chei.com.cn/common/css/dianzan.css)
